id,title,year
72439,"Zatoichi's Conspiracy",1973
72440,"The Get-Man",1974
72441,Zelda,1974
72442,Zemlyaki,1975
72443,"The Mirror",1975
72444,"Zhong tai quan tan sheng si zhan",1974
72445,Zidul,1975
72446,"The Promised Land",1975
72447,Zig-Zag,1975
72448,Zorro,1975
72449,"Zum Abschied Chrysanthemen",1974
72450,"Zum Beispiel Josef",1974
72451,"Zwei himmlische Dickschädel",1974
72452,"Zwei im 7. Himmel",1974
72454,"¿... Y el prójimo?",1974
72455,"Dreaming Youth",1974
72456,"Ésta que lo es...",1977
72460,"Last Chance",1975
72461,"El último proceso en París",1974
72463,"Abenteuer mit Blasius",1975
72590,"Calling All Police Cars",1975
72591,"Le futur aux trousses",1975
72594,"92 in the Shade",1975
72595,"The Immortal Bachelor",1975
72596,"Aaron Loves Angela",1975
72597,Abduction,1975
72599,Abelard,1977
72600,"Crime and Passion",1976
72601,"Letters from Marusia",1975
72602,"L'adieu nu",1977
72603,"The French Detective",1975
72604,"Adiós Amigo",1975
72605,"Las adolescentes",1975
72606,"La adúltera",1975
72607,"Adulterio a la española",1976
72608,"The Adventure of Sherlock Holmes' Smarter Brother",1975
72610,"The Adventures of the Wilderness Family",1975
72611,"Where the Wind Dies",1976
72612,"El adúltero",1975
72613,Afonya,1975
72614,"Africa Express",1975
72615,"Against a Crooked Sky",1975
72616,"Aggro seizeman",1975
72618,"L'agression",1975
72620,"Alarm in the Delta",1976
72622,"Alexandra si infernul",1975
72623,"Alfie Darling",1975
72625,"Alice Goodbody",1974
72626,"Alien Zone",1978
72627,"Da cu xian",1975
72629,"L'altro Dio",1975
72630,"Am Ende der Welt",1975
72631,Amadi,1975
72632,Amaanat,1977
72633,Ambiciosa,1976
72634,"The Climber",1975
72636,"American Torso",1975
72637,"My Friends",1975
72638,"Amor casi... libre",1976
72640,"Amore mio spogliati... che poi ti spiego!",1975
72641,"Amori, letti e tradimenti",1975
72642,Anari,1975
72643,"Anatomy of a Relationship",1976
72644,"Duck in Orange Sauce",1975
72645,Andolan,1975
72649,"Um Aniversário",1975
72650,"The Clown",1976
72651,"Apache Blood",1975
72652,"The Heist",1976
72653,"The Apple Dumpling Gang",1975
72655,Ar-khi-me-dy!,1975
72656,"The Tree of Guernica",1975
72657,"As Armas e o Povo",1975
72662,"L'assassino è costretto ad uccidere ancora",1975
72663,"Assault on Agathon",1977
72665,"At Long Last Love",1975
72666,Zaat,1971
72668,"Attenti... arrivano le collegiali!",1975
72669,"Attention les yeux!",1976
72670,"Attila 74: The Rape of Cyprus",1995
72672,"Auch Mimosen wollen blühen",1976
72673,"Aus meiner Kindheit",1975
72674,"Autobiography of a Princess",1975
72675,"Autumn Fires",1977
72676,"Man Without a Name",1976
72679,"She nu",1975
72680,"Ballagó idö",1976
72681,Banjoman,1975
72682,"Bankett für Achilles",1975
72684,"Barry Lyndon",1975
72685,"The Battle of Chile: Part I",1975
72689,"Xin mo",1975
72690,"Begstvo mistera Mak-Kinli",1975
72691,"Benilde or The Virgin Mother",1975
72692,"Le berceau de cristal",1976
72693,"The Outsider",1975
72695,"Best Friends",1975
72696,"The Best of Walt Disney's True-Life Adventures",1975
72697,"The Enchantment of the Blue Sailors",1975
72699,"Shoot First... Ask Questions Later",1975
72700,"Da jie an",1975
72701,"A Woman's Decision",1975
72703,"Birds Do It, Bees Do It",1974
72704,"To the Bitter End",1975
72705,"Bite the Bullet",1975
72706,"The Black Bird",1975
72707,"Black Force",1975
72708,"Black Lolita",1975
72709,"Black Moon",1975
72710,"A Black Ribbon for Deborah",1974
72712,"Mark Shoots First",1975
72713,"Tao wang",1975
72714,"Blue Jeans",1975
72716,"Flowers for the Man in the Moon",1975
72717,"Blutsbrüder",1975
72719,"Las bodas de Blanca",1975
72720,"La bolognese",1975
72721,"La bomba",1975
72722,"From Hong Kong with Love",1975
72723,"The Boob Tube",1975
72724,"The Booby Hatch",1976
72725,"Boss Nigger",1974
72727,"The Box",1975
72728,"The Boy Who Talked to Badgers",1975
72729,"The Boy Who Talks to Whales",1975
72730,"A Boy and His Dog",1975
72731,"Gentle Costume",1975
72732,Brannigan,1975
72735,"Breakheart Pass",1975
72737,Breakout,1975
72740,"Diamonds for the Dictatorship of the Proletariat",1975
72742,"Brother Can You Spare a Dime",1975
72744,"Superdragon vs. Superman",1975
72745,"Li Xiao Long yu wo",1976
72746,"Die Brücke von Zupanja",1975
72747,Bucktown,1975
72748,"Buenos días compañeras",1976
72749,"Los buenos días perdidos",1975
72750,Bug,1975
72751,"Bugs Bunny Superstar",1975
72752,"The Beast",1975
72753,"It's Tough for Everybody",1975
72754,"Cacique Bandeira",1975
72757,"The California Reich",1975
72758,"Heat in the Suburbs",1975
72759,"The Candy Tangerine Man",1975
72760,"Cantata de Chile",1976
72761,Capone,1975
72762,"Capulina Chisme Caliente",1977
72763,"La Carmen",1976
72764,"Carry on Behind",1975
72765,"Carry on Con Men",1975
72766,"The Great House",1975
72767,"Los casados y la menor",1975
72769,"The House of Raoul",1975
72770,"Catherine & Co.",1975
72771,"Dracula in the Provinces",1975
72772,"La Cecilia",1975
72773,"A Man with a Maid",1975
72774,"Champagner aus dem Knobelbecher",1975
72775,"The Hat",1975
72776,"Cat and Mouse",1975
72777,"Chhoti Si Baat",1976
72778,"Children of Rage",1975
72779,"Chin Chin the Drunken Bum",1976
72780,"Chisto angliyskoe ubiystvo",1974
72781,"Chomana Dudi",1975
72782,"Chronicle of the Years of Fire",1975
72783,"Chupke Chupke",1975
72784,"Other People's Letters",1976
72785,"Cipolla Colt",1975
72786,"Kidnap Syndicate",1975
72788,"El clan de los Nazarenos",1975
72789,"Clara and Nora",1975
72790,Claro,1975
72791,"Cleopatra Jones and the Casino of Gold",1975
72792,"The Clown Murders",1976
72793,"Midnight Party",1976
72794,"La cognatina",1975
72795,Cohabitation,1975
72798,"La collegiale",1975
72799,"Colpita da improvviso benessere",1976
72807,"A Comedy in Six Unnatural Acts",1975
72809,"La commessa",1975
72810,"El compadre más padre",1976
72812,"Conduct Unbecoming",1975
72813,"The Confessional",1976
72814,"Confessions of a Pop Performer",1975
72818,"Contra la pared",1988
72819,"Love and Energy",1975
72820,"Cooley High",1975
72822,"Cornbread, Earl and Me",1975
72823,Coronation,1976
72825,"La course à l'échalote",1975
72826,"Cousin cousine",1975
72827,"Cover Girl Models",1975
72828,"Qi cai man tian shen fo",1975
72829,"Crazy Mama",1975
72831,"Criminally Insane",1975
72833,"Cross of the Devil",1975
72835,"Chronicle of a Latin American Subversive",1975
72836,"Las cuatro novias de Augusto Pérez",1977
72837,"Dog's Heart",1976
72838,Cursa,1975
72839,"Cuties Parade",1975
72840,"Czerwone i biale",1975
72841,"Cântico Final",1976
72843,"Far from Home",1975
72844,"Darktown Strutters",1975
72848,"The Day of the Locust",1975
72849,"My Husband Prefers Virgins",1975
72850,"The General's Daughter",1976
72855,"The Death Collector",1976
72856,"Death Race 2000",1975
72858,"The Black Dragon's Revenge",1975
72859,"Decak i violina",1975
72860,Deewaar,1975
72863,"El despertar de los sentidos",1977
72864,"Deus Pátria Autoridade",1976
72866,"Devices and Desires",1976
72867,"Sharon's Baby",1975
72868,"Devil Woman",1973
72869,"The Devil's Rain",1975
72870,"Dharam Karam",1975
72871,"Di che segno sei?",1975
72872,"Princess Chang Ping",1976
72873,"The Devil in the Heart",1976
72874,"Diabolicamente... Letizia",1975
72876,"Diagnosis: Murder",1975
72877,Diamonds,1975
72878,"Diary of a Pig War",1975
72879,"Ha-Diber Ha-11",1975
72880,"Dincolo de pod",1976
72881,"Dinner with the Devil",1975
72882,"Dirty Duck",1974
72883,Distance,1975
72884,Distracted,1970
72885,"Dnevnik direktora shkoly",1975
72886,"Doc Savage: The Man of Bronze",1975
72887,"Docteur Françoise Gailland",1976
72888,"Doctor Justice",1975
72890,"Dog Day Afternoon",1975
72891,"Dogpound Shuffle",1975
72892,"Dokter Pulder zaait papavers",1975
72893,"Doktor Mladen",1975
72894,"Le dolci zie",1975
72895,Dolemite,1975
72896,"Don Milani",1976
72898,"Don't Call Me Uncle",1975
72901,"The Twelve Tasks of Asterix",1976
72903,"Down the Wind",1975
72904,"Downtown - Die nackten Puppen der Unterwelt",1975
72905,"Dr. Minx",1975
72908,"Drei Bayern in Bangkok",1976
72909,Drifter,1974
72910,"Weak Spot",1975
72912,"The Drowning Pool",1975
72913,"Master of the Flying Guillotine",1976
72914,"La dudosa virilidad de Cristóbal",1977
72915,"Due sul pianerottolo",1976
72916,"Duma o Kovpake: Buran",1976
72917,"Dva muzi hlásí príchod",1975
72918,"De dwaze lotgevallen van Sherlock Jones",1975
72919,"The Story of Sin",1975
72920,"Un día con Sergio",1976
72921,"The Voyage Into the Whirlpool Has Begun",1974
72922,"Ludwig Ganghofer: Der Edelweißkönig",1975
72923,"The Edge",1975
72924,"L'educanda",1975
72926,"The Eiger Sanction",1975
72927,"Elixirul tineretii",1975
72928,Elkerlyc,1975
72930,"Black Emanuelle",1975
72931,"Emil and the Piglet",1973
72932,Emilienne,1975
72933,"Emmanuelle II",1975
72934,"A Pain in the Ass",1973
72935,"En la cresta de la ola",1975
72937,"Encounter with the Unknown",1972
72938,"End Play",1976
72941,"Enjoy Longevity 300 Years",1975
72944,"Ereszd el a szakállamat!",1975
72946,"The Erotic Adventures of Robinson Crusoe",1975
72949,"El erotismo y la informática",1976
72951,"Escape to Witch Mountain",1975
72952,"Esclava te doy",1976
72953,"Eskimo Nell",1975
72954,"The Exorcist: Italian Style",1975
72955,"Eto my ne prokhodili",1976
72956,"Eva, ¿qué hace ese hombre en tu cama?",1975
72957,"Evil Seducers",1975
72958,"Euridice BA 2037",1975
72960,Trauma,1976
72961,"Night of the Walking Dead",1975
72962,"F for Fake",1973
72963,"The Goldcabbage Family",1975
72965,"Family Portrait Sittings",1975
72966,"Savage Three",1975
72968,"Fantasies Behind the Pearly Curtain",1974
72969,"World of Sexual Fantasy",1976
72970,"Comedie fantastica",1975
72971,"The Fantastic Magic Baby",1975
72972,Faraar,1975
72973,"Farewell, My Lovely",1975
72975,"The Farmer",1977
72976,"Fox and His Friends",1975
72978,"Fem dagar i Falköping",1975
72979,"Female Trouble",1974
72981,"A Festa",1975
72982,"Fighting for Our Lives",1975
72983,"Filip cel Bun",1975
72984,"The Daughter of the Railroad Crossing Guard",1975
72987,Annie,1976
72988,"The Firm Man",1975
72991,"5 Masters of Death",1974
72992,"De 5 i fedtefadet",1970
72993,"Slade in Flame",1975
72994,Flanagan,1975
72995,"Flash and the Firecat",1975
72996,"Flic Story",1975
72999,Flossie,1974
73000,"The Pinchcliffe Grand Prix",1975
73001,"The Twist",1976
73002,"Mad Enough to Kill",1975
73003,"Più forte sorelle",1973
73004,"Forbidden Tales of Two Cities",1975
73006,Foreplay,1975
73008,"The Fortune",1975
73011,"The Four Deuces",1975
73012,"The Four Musketeers: Milady's Revenge",1974
73014,Foxtrot,1976
73015,Framed,1975
73016,"Il fratello",1975
73017,"Barbed Wire Dolls",1976
73018,"French Connection II",1975
73019,"Friday Foster",1975
73021,"Lady Inger of Ostrat",1975
73022,"Da du xiao",1975
73023,"Las fuerzas vivas",1975
73024,"Fugitive Lovers",1975
73025,"O Funeral do Patrão",1975
73026,"Funny Lady",1975
73027,"Spanish Fury",1975
73028,Poachers,1975
73029,Galileo,1975
73031,"Devil's Express",1976
73033,Garaget,1975
73034,"Garm Hava",1974
73035,"Il gatto mammone",1975
73036,"A Genius, Two Partners and a Dupe",1975
73037,"Gente da Praia de Vieira",1976
73039,"The Gentleman Tramp",1976
73041,Ghazal,1976
73042,"The Ghoul",1975
73043,"The Giant Spider Invasion",1975
73045,Giliap,1975
73049,"The Girl with the Dexterous Touch",1975
73050,"Il giustiziere di mezzogiorno",1975
73051,"Syndicate Sadists",1975
73052,"Halfon Hill Doesn't Answer",1976
73053,"Give 'em Hell, Harry!",1975
73055,"The Golden Cage",1975
73056,"Jin mao shi wang",1975
73059,"Gone with the West",1974
73061,"Goodbye Bruce Lee: His Last Game of Death",1975
73063,Gorozhane,1976
73064,Gouma,1975
73066,"Short and Sweet",1976
73067,"Lover Boy",1975
73069,"The Great Adventure",1975
73073,"The Great Lester Boggs",1974
73074,"The Great MacArthy",1975
73075,"The Great Waldo Pepper",1975
73076,"Grey Gardens",1975
73078,"Ground Zero",1973
73079,"The Big Delirium",1975
73080,"Grzech Antoniego Grudy",1975
73081,"Guapa, rica y... especial",1976
73082,"Conjugal Warfare",1974
73085,"The Hornet's Nest",1976
73087,"Ha megjön József",1976
73089,"Attack at Dawn",1970
73091,"The Happy Hooker",1975
73092,"Hard Times",1975
73096,"Hearts of the West",1975
73097,"Happy Days Are Here Again",1975
73098,Hedda,1975
73102,"Heißer Mund auf feuchten Lippen",1975
73103,Hennessy,1975
73104,"Hera Pheri",1976
73107,"Hester Street",1975
73109,"The Hiding Place",1975
73110,"Los hijos de Scaramouche",1975
73112,"Himalay Se Ooncha",1975
73113,"The Hindenburg",1975
73114,"The Story of Adele H",1975
73115,"The Story of O",1975
73116,"Hold-Up, instantánea de una corrupción",1974
73117,"The Hollow",1975
73121,"Hong quan xiao zi",1975
73122,"Hooray for Hollywood",1982
73123,"Jumpin' at the Bedside",1976
73124,"Hot Dogs on Ibiza",1979
73127,"How Come Nobody's on Our Side?",1974
73129,"How Willingly You Sing",1975
73131,"The 'Human' Factor",1975
73132,"Hunting Horns",1975
73133,Hustle,1975
73135,Wives,1975
73136,"Hvem eier Tyssedal?",1975
73137,Hyperion,1975
73139,"I Wonder Who's Killing Her Now?",1975
73140,"I död mans spår",1975
73142,"The Red Ibis",1975
73143,"Ich denk', mich tritt ein Pferd",1975
73144,"Ich glaube, mir brennt der Hut",1975
73145,"Az idök kezdetén",1975
73146,"Do You Hear the Dogs Barking?",1975
73147,Icarus,1975
73149,"Rain over Santiago",1975
73151,"Has Anybody Seen My Pants?",1975
73152,"Kings of the Road",1976
73155,"L'important c'est d'aimer",1975
73156,"Imposible para una solterona",1976
73158,"In Celebration",1975
73159,"In Search of Jewish Amsterdam",1975
73163,Incorrigible,1975
73164,"The Incredible Machine",1975
73165,"Independence Day",1976
73166,"India Song",1975
73167,"Indira Gandhi",1975
73168,Infra-Man,1975
73169,"Dirty Hands",1975
73170,"The School Teacher",1975
73172,Inserts,1975
73174,"Inside Out",1975
73177,"L'intrépide",1975
73180,"Is It Any Wonder?",1975
73181,"It Seemed Like a Good Idea at the Time",1975
73185,"Ivan da Mariya",1975
73186,"Ivan i Kolombina",1975
73187,J.B.1,1975
73188,"The Year of the Cancer",1975
73190,"Once Is Not Enough",1975
73191,"Jai Santoshi Maa",1975
73192,"Nevermore, Forever",1976
73193,Janis,1974
73194,"A járvány",1976
73195,Jaws,1975
73196,"Je t'aime moi non plus",1976
73197,"Jean Carignan, violoneux",1975
73198,"Jeanne Dielman, 23, Quai du Commerce, 1080 Bruxelles",1975
73200,"Everyone Dies in His Own Company",1976
73202,"Jessi's Girls",1975
73203,"Playing with Fire",1975
73204,"The Game of Solitaire",1976
73205,"Scar Tissue",1975
73206,"Black Magic",1975
73207,"Graveyard of Honor",1975
73208,"Jitsuroku Abe Sada",1975
73209,"¡Jo, papá!",1975
73210,"Johnny Firecloud",1975
73212,"Around the World with Fanny Hill",1974
73213,"Journey Into Fear",1975
73215,"La joven casada",1975
73216,"Juan Vicente Gomez and His Era",1975
73218,"Forbidden Love Game",1975
73219,"The Judge and the Assassin",1976
73221,"Just Before Nightfall",1971
73223,"Kaddu Beykat",1976
73224,"Kaala Sona",1975
73226,"Karayuki-san, the Making of a Prostitute",1975
73227,"Karlsson on the Roof",1974
73230,"Kazimierz Wielki",1976
73231,"Keep Busy",1975
73233,"Katie Tippel",1975
73234,"Cops vs Thugs",1975
73235,"Bread and Cigarettes",1975
73236,"Khel Khel Mein",1975
73239,"A Guy and a Gal",1975
73240,"The Killer Elite",1975
73241,"Killer Force",1976
73242,"Kilma, reina de las amazonas",1976
73243,"Kind van de zon",1975
73244,"King Arthur, the Young Warlord",1975
73246,"O Rei da Noite",1975
73247,"The Kingfisher Caper",1975
73249,"Klop 75 ili Mayakovskiy smeyotsya",1976
73250,"Kochajmy sie",1974
73251,"Kogda nastupaet sentyabr",1976
73252,"Kom till Casino!",1975
73253,"Koniec wakacji",1975
73255,"The House",1975
73257,"De laatste trein",1975
73259,"Lady Cocoa",1975
73260,"The Land That Time Forgot",1974
73261,"Land of No Return",1978
73262,Landfall,1975
73263,"The Long Lament",1973
73265,"Lao Shan gui lian",1984
73266,"Largo retorno",1975
73270,"Laura's Toys",1975
73271,"Forever Emmanuelle",1976
73272,Legacy,1975
73275,"Legend of the Werewolf",1975
73276,"The Lion and the Virgin",1975
73278,Leonor,1975
73279,Lepke,1975
73280,Lerpar,1975
73282,"Let's Do It Again",1975
73286,"The Private Lesson",1975
73287,"Liberdade para José Diogo",1976
73289,"The Book of Good Love 2",1976
73290,"The Teasers",1975
73291,"Dear Fatherland Be at Peace",1976
73292,Liebesfallen,1976
73293,"Lies My Father Told Me",1975
73294,"Ligeramente viudas",1976
73295,"La linea del fiume",1976
73296,Linia,1975
73297,"Lions for Breakfast",1975
73298,Lisztomania,1975
73299,"Little Adventurer",1973
73302,"Murph the Surf",1975
73307,Looping,1975
73312,"Love and Death",1975
73314,"Xin ti xiao yin yuan",1975
73315,"The Loves and Times of Scaramouche",1976
73316,"Lu mao wu pa dai",1975
73317,"Lucky Lady",1975
73318,"Un lujo a su alcance",1975
73320,"Lunatics and Lovers",1976
73321,"La lunga strada senza polvere",1977
73323,"Il lupo dei mari",1975
73324,"Lips of Blood",1975
73325,"M'Ba-Raogo",1975
73326,"The Four Assassins",1975
73327,Autopsy,1975
73328,"Mackintosh and T.J.",1975
73329,"La madama",1976
73330,Made,1972
73331,"Madres solteras",1975
73332,"Madrid, Costa Fleming",1976
73333,"Mafia Junction",1973
73334,"The Magic of Water",1975
73335,Mahogany,1975
73336,"Mahoney's Estate",1972
73337,"Bad Starters",1976
73338,"Night of the Howling Beast",1975
73339,"A Virgin Named Mary",1975
73340,"The Man Who Skied Down Everest",1975
73341,"The Man Who Would Be King",1975
73342,"Man at the Top",1973
73343,"The Dragon Flies",1975
73345,"The Man in the Glass Booth",1975
73348,"A Man, a Woman, and a Killer",1975
73349,Mandingo,1975
73351,"Man Against Man",1976
73352,"Mantra Shakti",1975
73354,Maria,1975
73357,"The Master Gunfighter",1975
73358,"Revenge of the Shaolin Kid",1978
73359,"Maten al león",1977
73363,"Manila in the Claws of Light",1975
73364,"Mayordomo para todo",1976
73365,"The Meal",1975
73366,"Between Fear and Duty",1975
73367,"Together Forever",1975
73371,"Mein Onkel Theodor oder Wie man viel Geld im Schlaf verdient",1975
73372,"I'd Like to Have My Troubles",1975
73373,"Terror of Mechagodzilla",1975
73376,"Don't Worry Too Much",1975
73377,"Menyayu sobaku na parovoz",1975
73381,"Mi adúltero esposo ('In Situ')",1979
73382,"The Himalayan",1976
73383,"My Michael",1974
73386,"The Man Who Couldn't Say No",1975
73387,"My Nights with Susan, Sandra, Olga & Julie",1975
73389,Milestones,1975
73391,Mili,1975
73393,"The Milpitas Monster",1976
73394,"Harvest: 3,000 Years",1975
73396,Mitchell,1975
73398,"At Last, at Last",1975
73399,"The Money",1976
73400,"Monika und die Sechzehnjährigen",1975
73401,"Monismanien 1995",1975
73403,"Mood Indigo",1975
73405,"Don't Bite, We Love You",1976
73406,"The Suspicious Death of a Minor",1975
73407,"Spanish Fly",1976
73410,"Mountain High",1975
73411,"Mr. Ricco",1975
73414,"Muerte de un quinqui",1975
73415,"La mujer es cosa de hombres",1976
73416,"Mule Feathers",1978
73417,"Muna Moto",1975
73419,"The Romanian Musketeer",1975
73421,"The Young Girl",1975
73422,"Mustang: The House That Joe Built",1977
73424,"Mother Küsters Goes to Heaven",1975
73426,"The Cape of Good Hope",1975
73427,"The Mysterious Monsters",1975
73428,"Le mâle du siècle",1975
73430,"Må vårt hus förskonas från tigrar",1975
73432,"México, México, ra ra ra",1976
73433,"Na yasnyy ogon",1975
73440,Nashville,1975
73441,"Nationalité immigré",1976
73442,"It Can't Be!",1975
73443,Nenavist,1977
73444,"Fit to Be Untied",1975
73445,"Die neuen Leiden des jungen W.",1976
73447,"Never Too Young to Rock",1976
73448,"The New Roof",1975
73451,"The Nickel Ride",1974
73453,"Night Moves",1975
73455,"Night of the Devil's Bride",1975
73457,"Nihon ninkyo-do: gekitotsu-hen",1975
73458,Nishant,1975
73459,"No quiero perder la honra",1975
73460,"Noce i dnie",1975
73461,"Night of the Seagulls",1975
73462,"La noche de los cien pájaros",1976
73463,"We Are No Angels",1975
73464,"Noon Sunday",1970
73465,"North Sea Is Dead Sea",1976
73466,"Nosotros, los decentes",1976
73467,"Not a Pretty Picture",1976
73468,"Kun sandheden",1975
73469,"La novizia",1975
73470,"Strip Nude for Your Killer",1975
73471,"Numéro deux",1975
73474,"Obrazki z zycia",1976
73475,"Obsesión",1977
73476,"Odinnadtsat nadezhd",1976
73480,"Mr. Quilp",1975
73482,"The Olsen Gang on the Track",1975
73483,"Olvida los tambores",1975
73485,"Waves of Lust",1975
73486,"One Flew Over the Cuckoo's Nest",1975
73488,"They Fought for Their Country",1975
73489,"Opadly liscie z drzew",1975
73490,"Operation Lady Marlene",1975
73491,"Ordine firmato in bianco",1974
73493,"Orzel i reszka",1975
73494,"Oszlopos Simeon",1976
73495,"The Other Half of the Sky: A China Memoir",1975
73496,"The Other Side of the Mountain",1975
73497,"Tora-san, the Intellectual",1975
73498,"Tora-san's Rise and Fall",1975
73499,"El otro Francisco",1974
73501,"Out of Season",1975
73502,Overlord,1975
73504,"Pacho, hybský zbojník",1976
73505,"Pacific Challenge",1975
73506,"The Pacific Connection",1974
73507,Paco,1976
73508,"The Boss and the Worker",1976
73509,Pallieter,1976
73510,"Pantaleón y las visitadoras",1976
73511,"Paper Tiger",1975
73513,"El paranoico",1975
73514,"Parapsycho - Spektrum der Angst",1975
73515,"Partis pour la gloire",1975
73516,"Pas de problème!",1975
73517,"Los pasajeros",1975
73518,"Pascual Duarte",1976
73519,"Blood River",1974
73520,"The Passion of Berenice",1976
73521,Bahia,1976
73522,"Country, S.A.",1975
73523,"Los pecados de una chica casi decente",1975
73524,"Scandal in the Family",1975
73525,"The Sinner",1975
73526,Peeper,1975
73529,"Down the Ancient Stairs",1975
73530,"The Executioner",1975
73535,"Peur sur la ville",1975
73537,"Double Exposure",1982
73538,"Pianeta Venere",1972
73539,"Piange... il telefono",1975
73540,"Picnic at Hanging Rock",1975
73541,"Flatfoot in Hong Kong",1975
73542,"Free for All",1976
73543,"Girls at Arms",1975
73544,"Pim Pandoer in het nauw",1975
73545,"Pim, Pam, Pum... Fire!",1975
73550,"The People Who Own the Dark",1976
73553,"El poder del deseo",1975
73554,"La polizia brancola nel buio",1975
73555,"The Left Hand of the Law",1975
73556,"La poliziotta fa carriera",1976
73558,"Poslednyaya zhertva",1976
73559,Posse,1975
73560,"Potemkin frei",1975
73561,"Povero Cristo",1976
73562,"Povest o chelovecheskom serdtse",1976
73563,"Povest o dobrih ljudeh",1975
73565,"Povtornaya svadba",1976
73566,"The Perfect Killer",1977
73567,"El precio del aborto",1975
73568,"Kun pi",1975
73569,"Prem Kahani",1975
73571,"Las primeras experiencias",1975
73572,"Prin cenusa imperiului",1976
73574,"The Principle of Wisdom",1976
73576,"Prisoners of Conscience",1978
73580,"The Passenger",1975
73581,"Professori Uuno D.G. Turhapuro",1975
73582,"Deep Red",1975
73583,"Propavshaya ekspeditsiya",1975
73584,"Proshu slova",1976
73585,"Las protegidas",1975
73586,"Psychic Killer",1975
73588,"Puerto Colombia",1975
73590,"La pupa del gangster",1975
73592,"Eine Pyramide für mich",1975
73593,"Quant'è bella la Bernarda, tutta nera, tutta calda",1975
73594,"The Four of the Apocalypse...",1975
73595,"Que Farei eu com Esta Espada?",1975
73597,"That Malicious Age",1975
73598,"Blonde in Black Leather",1975
73600,"Race with the Devil",1975
73601,"Rafferty and the Gold Dust Twins",1975
73604,"Rana: The Legend of Shadow Lake",1981
73605,"Rancho Deluxe",1975
73609,Rattlers,1976
73610,"Roots of Blood",1978
73611,"Recodo de purgatorio",1975
73612,"Red Requiem",1975
73613,"Hong ying dao",1975
73614,"Outside In",1972
73615,"The Reincarnation of Peter Proud",1975
73616,"Relación matrimonial y otras cosas",1975
73618,"The Removalists",1975
73620,"Report to the Commissioner",1975
73621,"Return of the Chinese Boxer",1977
73622,"Return of the 18 Bronzemen",1976
73623,"Return of the Street Fighter",1974
73624,"Return to Macon County",1975
73626,"In the Name of Love",1973
73627,Rikki-Tikki-Tavi,1979
73629,"The Rocky Horror Picture Show",1975
73631,Rollerball,1975
73633,"Violent City",1975
73634,"The Romantic Englishwoman",1975
73635,"Red Sien",1975
73636,"Rooster Cogburn",1975
73637,Rosebud,1975
73638,"Bedtime with Rosie",1975
73639,"Royal Flash",1975
73641,Rufus,1975
73643,"Run for the Roses",1977
73646,"Russian Roulette",1975
73647,"Sagrado y obsceno",1975
73650,"Salò, or the 120 Days of Sodom",1975
73651,"Samad Becomes Fortunate",1975
73652,Samaya,1975
73653,Sams,1974
73654,"Sandakan 8",1974
73655,"The Bloodsucker Leads the Dance",1975
73656,"The Holy Inquisition",1974
73657,Sanyasi,1975
73658,"Sanyasi Raja",1975
73660,"The Assassination at Sarajevo",1975
73663,"Le Sauvage",1975
73668,"Varsity Playthings",1975
73669,"Der schwarze Engel",1975
73678,"El secreto inconfesable de un chico bien",1976
73679,"Special Section",1975
73680,"Dream of Zorro",1975
73681,"Semya Ivanovykh",1975
73683,Sensualidad,1975
73684,"Sepp Sodel Next Week",1975
73685,"7 morts sur ordonnance",1975
73686,"Seven Alone",1974
73687,"El sexo ataca (1ª jornada)",1979
73688,"The Girl from Starship Venus",1975
73689,"El señor está servido",1976
73691,"Tarzoon: Shame of the Jungle",1975
73692,Shampoo,1975
73693,"Xiao Shandong dao Xianggang",1975
73694,"Shao Lin men",1976
73695,"Sharks' Treasure",1975
73696,"She sha shou",1974
73697,"'Sheba, Baby'",1975
73698,"Sheila Levine Is Dead and Living in New York",1975
73700,"The Spiritual Boxer",1975
73701,"Shi san bu da",1975
73702,"The Boss's Head",1975
73703,"That's the Way of the World",1975
73705,Shivers,1975
73706,"Shocking Asia",1981
73707,Sholay,1975
73708,"If You Shoot... You Live!",1975
73709,"Sidecar Racers",1975
73710,Sikuruliya,1975
73712,Simona,1974
73713,"Convoy Buddies",1975
73714,"Sister Street Fighter",1974
73716,"Sixpack Annie",1975
73717,"Skaredá dedina",1975
73719,"The Sky's the Limit",1975
73720,"Release the Prisoners to Spring",1975
73722,Smile,1975
73724,"Sobre la hierba virgen",1975
73725,"El socarrón",1975
73726,"Il soldato di ventura",1976
73727,"Solo ante el Streaking",1975
73728,"Cirkus v cirkuse",1975
73730,"Summer Guests",1976
73732,"Las sorpresas",1975
73733,"The Devil Is a Woman",1974
73734,"The Suspect",1975
73735,"Welcome Home Brother Charles",1975
73736,"The Specialist",1975
73739,"The Spiral Staircase",1975
73741,"Ghost Train",1976
73744,"Stateline Motel",1973
73747,"The Stepford Wives",1975
73753,Strach,1975
73755,"The Streetfighter's Last Revenge",1974
73756,"The Street Fighter",1974
73759,"Strip-tease a la inglesa",1975
73760,"The Strongest Man in the World",1975
73761,"The Stupid Sailor, Ah Fook",1975
73762,"Sudden Fury",1975
73764,"Summer School Teachers",1974
73765,"Sunday Too Far Away",1975
73766,"The Sunshine Boys",1975
73767,Supercock,1975
73768,Supervixens,1975
73769,"La supplente",1975
73771,"Suse, liebe Suse",1975
73773,"The Swinging Barmaids",1975
73774,"The Swiss Conspiracy",1976
73775,"The Swiss Family Robinson",1975
