id,name,birth
65755,"Klaus Beckhausen",
65762,"Chad Beckim",
65764,"Richard Beckinsale",1947
65774,"Michael Beckley",1963
65775,"Scott Beckley",
65776,"Timothy Beckley",
65777,"Tony Beckley",1927
65778,"William Beckley",1930
65781,"Adam Beckman",
65782,"Alice Beckman",
65783,"Anders Beckman",1953
65788,"Chris Beckman",
65789,"Claire Beckman",1961
65795,"Fredrik Beckman",1978
65798,"Henry Beckman",1921
65806,"John Beckman",1950
65811,"Peregrine Beckman",1962
65814,"Ron Beckman",1930
65818,"Tawd Beckman",
65823,"Franck Beckmann",
65832,"Mani Beckmann",
65847,"Michael Frost Beckner",1963
65851,"Stephen Beckner",
65856,"Anna Beckova",1947
65858,"Olja Beckovic",1964
65861,"Ron Becks",
65862,"Alex Beckstead",
65867,"Andy Beckstrom",
65869,"Ron Beckstrom",
65874,"Andy Beckwith",
65878,"Michael Beckwith",
65881,"Jessica Beckwith",
65887,"Peter Beckwith",
65889,"Robert E. Beckwith",
65890,"Tamara Beckwith",1970
65894,"William Beckwith",
65899,"Dave Becky",
65903,"Claude Bécognée",
65919,"Will Becton",
65924,"Marek Beczek",
65926,"Allison Beda",
65931,"Gayle Bedall",
65942,"Irene Bedard",1967
65949,"Philip Bedard",
65957,"Charles Bedaux",1887
65965,"Rodney Beddal",1946
65966,"Jamie Beddard",
65976,"Nicola Beddoe",
65980,"Frank Beddor",1958
65991,"Vishram Bedekar",1906
66002,"Mark Bedell",
66010,"Fiamma Bedendo",
66016,"Michael Bederman",
66023,"John Bedford Lloyd",1956
66028,"Brian Bedford",1935
66030,"Cheryl Bedford",
66034,"James Gavin Bedford",
66040,"Lou Bedford",1930
66043,"Mark Bedford",1961
66047,"Richard Bedford",
66050,"Shayne Radford",
66053,"Susan E. Bedford",
66055,"Terry Bedford",1943
66061,"Peter Bedgood",
66063,"Bobby Bedi",1956
66066,"Narendra Bedi",1937
66070,"Pooja Bedi",1970
66071,"Protima Bedi",1949
66072,"Purva Bedi",1974
66073,"Rajat Bedi",
66074,"Rajinder Singh Bedi",1915
66075,"Rakesh Bedi",1954
66079,"Marc Bedia",
66080,"Ramzy Bedia",1972
66082,"Jean Bediebe",
66083,"Valerie Bedier de Prairie",
66093,"Ahmad Bedair",1945
66095,"Hamida Bedjaoui",
66096,"Amal Bedjaoui",
66098,"Shelley Berman",1925
66100,"Nándor Bednai",1933
66105,"Petr Bednar",1958
66111,"Dominika Bednarczyk",1972
66117,"Jacek Bednarek",1944
66118,"Lidia Bednarek",
66120,"Tomasz Bednarek",1969
66127,"Andrew Bednarski",1976
66132,"Wlodzimierz Bednarski",1935
66133,"Aleksander Bednarz",1941
66134,"Halina Bednarz",1958
66138,"Wendy Bednarz",
66144,"Gerry Bednob",
66145,"Olga Bednova",
66147,"Alfonz Bednár",1914
66148,"Jirí Bednár",1941
66151,"Martin Bedogne",
66159,"Guy Bedos",1934
66162,"Martin Bedouim",
66163,"Arnaud Bedouët",
66164,"Tatyana Bedova",1946
66176,"Anthony Bedrich",1917
66177,"Václav Bedrich",1918
66183,"Vlastimil Bedrna",1929
66187,"Jean Bedrosian",
66191,"Hanna Bedrynska",1924
66199,"Sergei Bedusenko",1952
66202,"Darren Bedwell",
66204,"Sean Bedwell",
66209,"Csaba Bedö",
66211,"Andrew Bee",
66213,"Aren Bee",
66217,"Frankie Bee",
66222,"Joseph Bee",
66223,"Kenny Bee",1952
66230,"Queen Bee",
66238,"Brent Beebe",
66243,"Dick Beebe",1954
66244,"Dion Beebe",1968
66247,"Ford Beebe",1888
66264,"Roger Beebe",
66268,"Steve Mitchell Beebe",
66272,"Jay Beeber",
66273,"Barbara Beeby",
66281,"Bill Beech",
66289,"John Beech",
66291,"Paul Beech",
66293,"Philip Beech",
66313,"Adam Beechen",1968
66326,"Jeremiah Beecher",
66327,"Judi Beecher",
66340,"Ed Beechner",
66345,"Kathy Beeck",
66346,"Kellyn Beeck",
66347,"Robin Beeck",
66356,"David Beecroft",1956
66361,"Rick Beecroft",
66362,"Coral Beed",1972
66371,"Ed Leslie",1957
66373,"Herman Beeftink",1953
66376,"John-Paul Beeghly",
66377,"Brian Beegle",1978
66381,"Scott Beehner",1973
66384,"Hans van Beek",
66386,"Luc van Beek",
66387,"Richard Beek",1924
66388,"Stan Vanderbeek",1927
66395,"Jane Beeker",
66407,"Tim Beekman",1941
66408,"Vladimir Beekman",1929
66410,"Graydon Beeks",
66413,"Nick Beeks-Sanders",
66417,"David Beeler",
66419,"Joe Beeler",
66420,"Kathleen Beeler",
66430,"Kaat Beels",
66431,"Habbo Beem",
66439,"Greg Beeman",1962
66447,"Brandon Beemer",1980
66448,"Robert Beemer",
66452,"Dirk Been",1976
66454,"Michael Been",1950
66455,"Beena Banerjee",1943
66456,"Dan Beene",
66461,"Martijn van Beenen",
66463,"Yada Beener",
66464,"Erica Beeney",
66468,"Ansje Beentjes",1950
66469,"Kees Beentjes",1954
66473,"Geoffrey Binney",1945
66480,"Daniel Beer",
66486,"Eric Beer",
66491,"Hartmut Beer",1941
66496,"Jan Beer",
66505,"Olivier Beer",
66512,"Rodolfo Beer",
66514,"Ronald Beer",1946
66516,"Steven C. Beer",
66523,"Max Beerbohm",1872
66524,"Hans Beerhenke",1923
66525,"Julia Beerhold",1970
66528,"Geert Beernaert",
66530,"Betsy Beers",
66533,"Christina Beers",
66534,"Dan Beers",
66538,"Garry Beers",1957
66539,"Isabelle Beers",
66540,"Jack Beers",1910
66543,"Laurence Beers",1931
66569,"Stefan Beese",1969
66576,"Charlie Beesley",
66578,"David Beesley",
66580,"Jeff Beesley",
66581,"Jules Beesley",
66582,"Mark Beesley",
66584,"Matt Earl Beesley",
66586,"Max Beesley",1971
66587,"Mike Lee Beesley",
66597,"Coni Beeson",
66599,"Grey Beeson",
66604,"Lana Beeson",
66607,"Paul Beeson",1921
66616,"Chris Beetem",1970
66622,"Samuel E. Beetley",1913
66623,"Eric Beetner",
66630,"Alison Beeton-Hilder",
66637,"Henri Beetz",
66641,"Rolf Beev",
66644,"Geoffrey Beevers",1941
66646,"Karin Beewen",
66654,"Max Befort",1989
66657,"Pierre Befve",
66664,"Leslie Bega",1967
66665,"Lou Bega",1975
66667,"Azouz Begag",1957
66669,"Paul Begala",1961
66670,"Mazhit Begalin",1922
66671,"Nartay Begalin",1951
66672,"Badri Begalishvili",1933
66675,"Zura Begalishvili",
66678,"Murat Begaliyev",
66682,"Sabina Began",1974
66706,"Bernd Begemann",1962
66708,"Manfred Beger",
66710,"Andrew Begg",
66717,"Heather Begg",1932
66719,"Jim Begg",1938
66732,"Hagan Beggs",1937
66740,"Richard Beggs",1942
66743,"Wilton G. Beggs",
66745,"Luisella Beghi",1922
66748,"Djéloul Beghoura",
66759,"Ortrud Beginnen",1938
66761,"Eve Beglarian",
66763,"Bibiana Beglau",1971
66764,"Michael Begler",
66767,"Damian Begley",1956
66788,"Philippe Beglia",
66790,"Gennadi Beglov",
66791,"Ye. Beglyarova",
66796,Bego,
66797,"Manuel Bengoa",1906
66799,"Adil Begolli",
66800,"Faruk Begolli",1944
66801,"Istref Begolli",1933
66803,"Linda Begonja",1972
66804,"Maurizio Begotti",
66806,"Boro Begovic",1932
66807,"Ena Begovic",1960
66808,"Ingrid Begovic",1936
66809,"Mia Begovic",1963
66810,"Milan Begovic",1876
66814,"Mary Begoña",1929
66815,"Karl Begrich",
66817,"Velly Beguard",
66818,"Chad Beguelin",
66823,"Olivier Beguin",1975
66827,"Bahar Begum",1942
66831,"Paul Gibran Begum",
66834,"Zeenat Begum",1931
66836,"Jeff Begun",
66837,"Lilly Begusch",
66838,"Ferenc Begányi",1937
66842,"Michael Behagen",
66848,"Brendan Behan",1923
66851,"Jackie Filgo",
66854,"Paudge Behan",
66861,"Gert Behanna",
66863,"Andrew Behar",1957
66865,"David Behar",1978
66870,"Henri Behar",
66876,"José Behar",
66877,"Joy Behar",1942
66881,"Nina Behar",1930
66884,"Roger Behar",
66886,"Wayne Behar",
66897,"Mohammad-Ali Behboudi",1956
66899,"Katy Behean",1961
66902,"Ed Beheler",
66904,"Pablo Behrens",
66906,"Roshanak Behesht Nedjad",
66907,"Mohamad Beheshti",
66908,"Behzad Beheshtipour",
66909,"Briony Behets",1951
66910,"Ridha Behi",1947
66915,"Firouz Behjat-Mohamadi",
66917,"Hansraj Behl",
66918,"Ramesh Behl",
66919,"Ravi Behl",
66932,"Robert Behling",1941
66935,"Rudy Behlmer",1926
66939,"Marc Behm",1925
66943,"Flávio Behmer",
66949,"Noel Behn",1928
66950,"Patrizia Behn",
66959,"Behrouz Behnejad",
66960,"Willi Behnisch",1956
66963,"Dietmar Behnke",
66971,"Klaus Behnken",
66972,"Lukas Behnken",1979
66976,"Adam Behr",
66978,"Barbara Behr",
66982,"Dani Behr",1970
66983,"Edward Behr",1926
66984,"Emily Behr",1976
66985,"Ira Steven Behr",1953
66986,"Jack Behr",
66987,"Jennifer Behr",
66996,"Melissa Behr",
67000,"Sam Behr",
67008,"Arash Behravan",
67009,"Mahmoud Behraznia",
67012,"Axel Behrend",
67018,"M. Sid Behrend",
67020,"Rainer Behrend",
67032,"Götz Behrendt",1976
67036,"Kirk Behrendt",
67038,"Klaus J. Behrendt",1960
67042,"Carsten Behrendt-Poulsen",1944
67043,"Alfred Behrens",
67049,"Bernard Behrens",1926
67053,"Diane Behrens",
67060,"Gloria Behrens",1948
67061,"Heinz Behrens",1932
67062,"Hildegard Behrens",1937
67063,"Inge Behrens",1942
67069,"Manfred Behrens",1949
67070,"Manja Behrens",1914
67075,"Matthias Behrens",
67076,"Peter Behrens",1946
67077,"Phil Behrens",
67079,"Sam Behrens",1950
67080,"Stefan Behrens",1942
67083,"Yeniffer Behrens",1976
67089,"Aina Behring",
67090,"John Behring",
67099,"Jason Behrman",
67101,"Keith Behrman",1963
67104,"Wilhelm Behrman",
67105,"Eva Behrmann",1949
67108,"Oliver Behrmann",
67109,"Roscoe C. Behrmann",
67112,"Don Behrns",1938
67113,"Farhad Behroozi",
67118,"Susan Behshid",
67119,"Dorottya Behumi",1975
67120,"Kathleen Behun",
67122,"Behzad Behzadpour",
67123,"György Behár",1914
67126,"Katerina Bei",
67133,"Rashid Behbudov",1915
67138,"Sieglinde Beichert",
67139,"Margot Beichler",1926
67145,"Ken Beider",
67146,"Robert Quarry",1925
67148,"Ashton Beidler",1992
67149,"Jerome Beidler",1992
67153,"Brigitte Beier",1939
67158,"Klaus Beier",
67162,"Manfred Beierl",1964
67164,"Dagmar Beiersdorf",1944
67166,"Frédéric Beigbeder",1965
67169,"Alain Beigel",1964
67170,"Ethan Beigel",1977
67171,"Herbert Beigel",
67176,"Ulrich Beiger",1918
67189,"Kees van Beijnum",1954
67192,"Caroline Beil",1966
67197,"Peter Beil",
67198,"Peter Beil",1937
67202,"Peter Beilby",
67211,"Frank Beilicke",
67215,"Guillermo Beilinson",
67216,"Marik Beilinson",
67217,"Ankie Beilke",1980
67224,"Nicky Beim",
67229,"Kurt Beimel",1909
67232,"Gabrielle Beimford",
67233,"Hans Beimler",
67234,"Hans Beimler",
67235,"Ulrike Beimpold",1965
67237,"Andreas Bein",
67248,"Larry Beinhart",
67250,"Dirk Beinhold",1968
67251,"Michael Beinhorn",
67263,"Hans Beirer",1911
67268,"James Beirne",1976
67270,"Joe Beirne",
67277,"Ismael Beiro",1972
67289,"Brendan Beiser",1970
67295,"Michelle Beisner",
67296,"Udo Beissel",
67303,"Garry Beitel",
67310,"Jeff Beith",
67314,"Maiken Beitia",1963
67323,"Bahram Beizai",1938
67325,"Eleni Beja",
67326,"Luiz Beja",
67329,"Andrzej Beja-Zaborski",1951
67330,"Giora Bejach",
67337,"Gheorghe Bejancu",
67341,"E. Bejanova",
67342,"Maya Bejanska",
67352,"Jean Bejarano",
67354,"Juan José Bejarano",
67360,"Santiago Bejarano",
67361,"Víctor Bejarano",
67363,"Annica McCrudden",
67365,"John Bejko",
67366,"Vera Bejlis",
67367,"Bérénice Bejo",1976
67368,"Miguel Bejo",1944
67369,"Bolot Beyshenaliev",1937
67375,"Georges Bejue",
67378,"Aleksandr Bek",
67379,"Igor Bek",1944
67380,"Josef Bek",1918
67390,"Gennadi Bekarevich",
67396,"Kanybek Bekbatyrov",
67397,"Aleukhan Bekbulatov",
67398,"Attila Beke",1969
67401,"Éva Beke",
67403,"Jonathan Bekemeier",
67406,"Brian Beker",1958
67408,"Jeroen Beker",
67410,"Vilnis Bekeris",1944
67414,"Omar Bekhaled",
67417,"Sergey Bekhterev",1958
67419,"Pavlos Bekiaris",
67426,"Ýlhami Bekir",
67428,"Luce Bekistan",
67429,"Ivan Bekjarev",1946
67433,"Ramelan Bekkema",
67436,"Barry Bekker",
67440,"Hennie Bekker",
67445,"Okko Bekker",
67453,"Saïda Bekkouche",
67455,"Aigerim Bekkulova",
67456,"Omar Bekliz",
67457,"Timur Bekmambetov",1961
67458,"Akmurad Bekmiyev",
67459,"Ilmurad Bekmiyev",
67463,"Matthew Bekoff",1972
67464,"Jean-Pierre Bekolo",1966
67466,"Jorge Bekris",
67467,"Luis Bekris",
67468,"Jakob Beks",1952
67476,"Jenny Bel'Air",
67478,"François Bel",
67479,"Jerome Bel",
67482,"Mirna Bel",
67485,"Sílvia Bel",1970
67493,"Marisa Bela",
67497,"Doris Belack",1926
67500,"Balázs Bélafalvy",1953
67502,"David Belafonte",1957
67503,"Gina Belafonte",1961
67506,"Marty Belafsky",1975
67508,"Guy Belaidi",
67512,"Lucille Bélair",
67514,"Josyane Gibert",
67518,"Ljerka Belak",1948
67521,"Baya Belal",
67525,"Branko Belan",1912
67534,"Megan Belanger-Powrie",
67541,"Betty Belanger",
67545,"Craig Belanger",1968
67551,"George Belanger",
67553,"Jeff Belanger",
67558,"Marc-André Belanger",
67564,"Paul Belanger",1968
67571,"Alain Belart",
67573,"Otello Belardi",
67578,"Roland Belaro",
67579,"Boubakeur Belaroussi",
67585,"Eyde Belasco",1969
67592,"William Belasco",1934
67594,"Michelle Belaskie",1959
67596,"Irving Belateche",
67598,"Gustavo Belatti",1959
67601,"Yves Belaubre",
67603,"Marta Belaustegui",1966
67607,"N. Belaya",
67612,"Bakir Belaïdi",
67616,"Baikenzhe Belbayev",1951
67618,"Sergi Belbel",1963
67619,"Stephen Belber",1967
67639,"James Belcher",1954
67643,"Joe Belcher",1928
67647,"Mary H. Belcher",
67660,"Tim Belcher",1961
67661,"Zack Belcher",
67663,"Garth Belcon",
67665,"Dominique Belcourt",
67668,"Emmanuelle Parèze",
67671,"Paco Belda",
67676,"Charles Belden",1904
67678,"Christopher Belden",
67684,"Rosemarie Belden",
67688,"Martin Belderson",
67690,"Bill Beldin",
67691,"Dale Beldin",
67696,"Richard Belding",1919
67703,"Oleg Beldyugin",
67704,"Alexis Bélec",
67708,"Marilyn A. Belec",
67709,"Miljenko Brlecic",1950
67710,"Hélène Beleck",
67711,"Brian Belefant",
67715,"Maurio Belek",
67717,"Yolande Belem",
67724,"Marta Belenguer",1969
67728,"Georgi Belenky",
67729,"Grigoriy Belenkiy",
67731,"Yakov Belenkiy",1915
67732,"Yuri Belenky",
67735,"Stella Belessi",
67743,"Achille Belletti",
67745,"Toygar Belevi",1929
67747,"Kirill Belevich",
67751,"Adrian Belew",1949
67754,"Lisa Ann Beley",1967
67757,"Endre Beleznay",1971
67768,"Jordan Belfi",1978
67772,"Andrea Belfiore",
67777,"Gianni Belfiore",
67782,"Guy Belfond",
67785,"Christine Belford",1949
67788,"Claudine Belfort",
67789,"Jordan Belfort",1962
67798,"Mary G. Belfry",
67799,"Frantisek Belfín",1923
67804,"Steven Belgard",
67808,"Fatma Belgen",1949
67819,"Andre Belgrader",1946
67823,"Cynthia Belgrave",1920
67831,"Habib Belhadi",
67837,"Fatima Belhadj",
67841,"Dan Belhassen",
67845,"Sondos Belhassen",
67850,"Alain Belhumeur",
67852,"Arlette Din Beli",
67853,"Milan Beli",1931
67855,"Inma Belial",
67859,"Zygmunt Bielawski",1937
67860,"Adrian Belic",
67861,"Roko Belic",1971
67864,"Kurt Belicke",1929
67871,"Radu Beligan",1918
67872,"Mikhail Belikov",1940
67873,"Ekaterina Simonova",
67877,"Bernard Belin",
67878,"Bertrand Belin",
67885,"Aleksandr Belina",1950
67888,"Fernando Belina",
67890,"Francisco Belinchón",
67891,"Alfredo Belinchón",
67892,"Anders Beling",1932
67895,"Meriam Bellina",1965
67897,"John Belindo",
67899,"Frieda Belinfante",1904
67913,"Galina Belinskaya",1946
67914,"L. Belinskaya",
67915,"Aleksandr Belinsky",1928
67918,"Antonio Belizón",1941
67921,"Michael Belisaro",
67933,"Olivia Belizaires",
67937,"Dirk Beliën",1963
67943,"Areski Belkacem",
67945,"Hassina Belkacem",
67946,"Néjib Belkadhi",
67949,"Fadila Belkebla",
67950,"Harald Belker",1961
67955,"Karim Belkhadra",
67959,"Catherine Belkhodja",1955
67963,"Alan Belkin",1934
67967,"James Belkin",
67969,"Ronald Belkin",
67971,"Viktor Belkin",
67974,"Lale Belkis",1938
67978,"Ian Belknap",
67979,"Matt Belknap",
67981,"Sue Bea Montgomery",1958
67983,"Krunoslav Belko",1971
67999,"A. Dean Bell",
68005,"Al Bell",1940
68008,"Alan Edward Bell",
68010,"Albert Bell",
68020,"Allen Bell",
68024,"Amy Bell",1972
68026,"Andy Bell",1964
68029,"Ann Bell",1938
68032,"Anna Bell",
68034,"Anthony Bell",
68036,"Aran Bell",
68037,"Archie Bell",
68039,"Art Bell",1945
68042,"Ashley Bell",
68053,"Berthold Bell",
68062,"Bob Bell",1918
68067,"Bobby Bell",
68074,"Bradley Bell",1964
68076,"Brand Bell",1932
68078,"Brett Bell",
68081,"Brian Bell",1975
68090,"Carolynne Bell",
68093,"Cecil Bell",
68094,"Chad Bell",
68105,"Chris Bell",1951
68106,"Chris Bell",
68109,"Christine Bell",
68112,"Chris J. Condon",1923
68117,"Coby Bell",1975
68124,"Dale Bell",
68125,"Dan Bell",
68126,"Daniel Bell",
68127,"Daniel Bell",1919
68128,"Daren Bell",
68129,"Darren Bell",
68131,"Darryl M. Bell",1963
68132,"Dave Bell",1932
68134,"David Bell",1954
68138,"David Bell",
68146,"Derek Bell",1935
68150,"Dexter Bell",
68157,"Don Gordon Bell",
68160,"Doron Bell",1973
68166,"Drake Bell",1986
68167,"Drew Bell",
68170,"Dylan Bell",
68171,"E.E. Bell",1955
68180,"Edward Michael Bell",1935
68183,"Elisa Bell",1965
68187,"Emma Bell",1986
68189,"Eric Bell",1947
68191,"Estelita Bell",1910
68192,"Esther Bell",
68193,"Eva Bell",
68205,"Frances Bell",
68207,"Francis Bell",1944
68211,"Garry Bell",
68214,"Gene Bell",1921
68217,"George A. Bell",
68219,"Geraint Bell",
68230,"Greg Bell",1951
68241,"High Bell",
68249,"J. Eric Bell",
68252,"J.M. Bell",
68255,"Jade Bell",
68258,"James Bell",
68260,"Jamie Bell",1986
68268,"Jean Paul Bell",
68270,"Jeannie Bell",1943
68272,"Jeffrey Bell",
68290,"John Bell",
68292,"John Bell",1940
68297,"Johnny Bell",
68300,"John Kim Bell",
68304,"Jonathan Dale Bell",
68310,"Joshua Bell",1967
68311,"Josie Bell",
68315,"Judith Bell",
68323,"Kathy Bell",
68327,"Keith Bell",1940
68328,"Keith Bell",
68330,"Kenn Bell",
68331,"Kenneth Bell",
68335,"Kevin Bell",1970
68338,"Kristen Bell",1980
68364,"Lucy Bell",1968
68368,"Madeline Bell",
68370,"Marcia Bell",
68372,"Marie Bell",1900
68375,"Marina Bell",
68382,"Marshall Bell",1942
68385,"Martin Bell",1943
68386,"Martin Bell",1938
68388,"Martin Bell",
68390,"Mary Bell",
68401,"Melissa Bell",1972
68407,"Michael Bell",1938
68410,"Michel Bell",
68415,"Misty Bell",
68417,"Monica Bell",
68422,"Nancy Bell",
68428,"Neal Bell",
68430,"Neil Bell",1970
68431,"Nicholas Bell",1958
68440,"Otis Bell",
68460,"Phil Bell",
68468,"Randy Bell",
68472,"Richard Bell",
68476,"Richard Bell",
68484,"Rini Bell",1981
68498,"Ronnie Bell",
68501,"Ross Grayson Bell",
68504,"Russell Bell",
68505,"Ryan Payne Bell",
68506,"Sally Bell",
68507,"Sam Hanna Bell",
68521,"Stacy Bell",
68525,"Stephanie Bell",
68529,"Steve Bell",1975
68536,"Tara Lee Bell",
68539,"Theresa Bell",
68543,"Thom Bell",1943
68550,"Tita Bell",1953
68551,"Tobin Bell",1942
68552,"Tom Bell",1933
68561,"Val Donald-Bell",
68564,"Vicki Bell",
68579,"Wayne Bell",
68580,"Wayne Bell",
68587,"William Brent Bell",
68592,"Winston Bell",
68593,"Winston 'Bello' Bell",
68595,"Zack Bell",1970
68597,"Stephen Bell-Booth",
68599,"Vanessa Bell Calloway",1957
68606,"Carlo Bella",
68610,"Erica Bella",1972
68612,"Giuseppe Bella",
68615,"Joselo Bella",
68617,"Max Bella",
68621,"Pino Bella",
68622,"Rachael Bella",1984
68624,"Robert Bella",1968
68633,"Vinny Vella",1947
68637,"Annie Bellac",
68643,Belladonna,1981
68644,"Joey Belladonna",1960
68657,"Philippe Bellaiche",
68662,"John Bellairs",1938
68664,"Steven Bellairs",
68665,"Will Bellais",
68674,"Alejandro Bellame Palacios",1964
68678,"Nathaniel Bellamy Jr.",1958
68679,"Anne Bellamy",
68684,"Bruce Bellamy",
68690,"Diana Bellamy",1943
68691,"Earl Bellamy",1917
68706,"Mark Bellamy",
68709,"Ned Bellamy",1957
68718,"Steve Bellamy",
68724,"Jana Bellan",1951
68725,"Joe Bellan",
68727,"Paolo Bellan",
68729,"Tanino Bellanca",1969
68731,"Anja Belland",
68732,"Bruce Belland",1936
68734,"Tara Bellando",
68740,"Ezio Bellani",
68742,"Enzo Marino Bellanich",
68743,"Andrea Bellanova",
68752,"Tony Bellantoni",
68755,"Clara Bellar",1972
68770,"Ginette Bellavance",1946
68774,"Germano Bellavia",1970
68776,"Jerome Bellavista Caltagirone",
68785,"Alain Bellaïche",
68788,"Châu Belle Dinh",
68790,"Albert Belle",1966
68791,"Anne Belle",1935
68792,"Annie Belle",1956
68798,"Ekkehardt Belle",1954
68802,"Jeana Belle",
68807,"LeAnne Belle",
68811,"Marie-Paule Belle",1946
68813,"Nevada Belle",
68819,"Williams Belle",
68822,"Marie-Claude Belleau",
68823,"Sylvie Belleau",
68826,"Anne Bellec",
68829,"Giuseppe Bellecca",
68833,"Annick de Bellefeuille",
68834,"Daisy de Bellefeuille",
68837,"Jean-Baptiste Bellefleur",
68838,"Joseph Bellefleur",
68839,"Simon Bellefleur",
68841,"Solange Bellegarde",
68843,"Diane Bellego",1954
68847,"Mino Bellei",1936
68853,"Robert Leslie Bellem",1902
68854,"Gilles Bellemare",1952
68856,"Pierre Bellemare",1929
68857,"Rénald Bellemare",
68858,"Sylvain Bellemare",1968
68864,"Wolfgang Bellenbaum",1928
68871,"Anthony Spinelli",1927
68873,"Georges Beller",1946
68874,"Hava Kohav Beller",
68877,"Marty Beller",
68883,"Claudio Bellero",
68886,"Michelle Bellerose",1969
68888,"Irena Bellert",
68903,"Violaine Bellet",
68906,"Tony Belletier",
68907,"Paolo Belletrutti",
68914,"René Belletto",
68922,"Françoise Belleville",
68925,"Bernard Bellew",
68930,"Ray Bellew",1939
68935,"Nellie Bellflower",1946
68940,"Adriano Belli",
68941,"Agostina Belli",1947
68942,"Andrea Belli",
68947,"June Belli",1948
68949,"Laura Belli",1947
68951,"Marina Belli",
68952,"Marisa Belli",1933
68955,"Maurizio Belli",
68956,"Melvin Belli",1907
68957,"Michel Belli",1974
68958,"Paolo Belli",1962
68959,"Peter Belli",1943
68970,"George Bellias",
68973,"Eugene John Bellida",1972
68980,"Marc Bellier",
68984,"Eric Bellin",
68988,"Olga Bellin",1933
68994,"Santi Bellina",1964
68998,"Matteo Bellinelli",1950
68999,"Andrew Belling",1945
69001,"Davina Belling",1940
69005,"Kylie Belling",
69019,"Lynda Bellingham",1948
69024,"Katja Bellinghausen",1961
69033,"Christine Bellini",
69040,"Isa Bellini",1922
69049,"Massimo Bellini",
69051,"Paul Bellini",1963
69055,"Roxana Bellini",
69057,"Vincenzo Bellini",1801
69061,"Massimo Bellinzoni",
69063,"Bob Bellion",1961
69064,"Andreas Bellis",1939
69067,"Mary Bellis",1955
69074,"Donald P. Bellisario",1935
69076,"Michael Bellisario",1980
69077,"Perry Bellisario",
69078,"Tom Bellisario",
69079,"Troian Bellisario",1985
69081,"Jay Bellissimo",
69087,"Umberto Bellissimo",1955
69092,"Cynthia Belliveau",
69094,"Jean-Louis Belliveau",
69098,"Sonja Belliveau",
